chr,start,end,id,orientation
chr3,91957433,91957451,27746,+
chr3,91957431,91957449,27747,-
chr3,92575689,92575707,27748,-
chr3,92707099,92707117,27749,+
chr3,92707774,92707792,27750,-
chr3,92711667,92711685,27751,+
chr3,92724479,92724497,27752,+
chr3,92802798,92802816,27753,-
chr3,92802811,92802829,27754,+
chr3,92835565,92835583,27755,-
chr3,92857200,92857218,27756,+
chr3,92856949,92856967,27757,-
chr3,92897709,92897727,27758,+
chr3,92915777,92915795,27759,+
chr3,92915435,92915453,27760,+
chr3,92918589,92918607,27761,+
chr3,92923219,92923237,27762,+
chr3,92934545,92934563,27763,+
chr3,93110264,93110282,27764,-
chr3,93164192,93164210,27765,-
chr3,93164189,93164207,27766,-
chr3,93166014,93166032,27767,+
chr3,93211102,93211120,27768,-
chr3,93298111,93298129,27769,-
chr3,93300156,93300174,27770,-
chr3,93326700,93326718,27771,+
chr3,93351175,93351193,27772,+
chr3,93351267,93351285,27773,+
chr3,93397661,93397679,27774,-
chr3,93411876,93411894,27775,-
chr3,93413060,93413078,27776,-
chr3,93617472,93617490,27777,+
chr3,94064717,94064735,27778,-
chr3,94164958,94164976,27779,-
chr3,94170859,94170877,27780,+
chr3,94245295,94245313,27781,+
chr3,94260530,94260548,27782,+
chr3,94262925,94262943,27783,+
chr3,94306311,94306329,27784,-
chr3,94310799,94310817,27785,-
chr3,94338070,94338088,27786,+
chr3,94338148,94338166,27787,+
chr3,94406135,94406153,27788,-
chr3,94410988,94411006,27789,-
chr3,94420792,94420810,27790,+
chr3,94568641,94568659,27791,-
chr3,94615746,94615764,27792,+
chr3,94619715,94619733,27793,-
chr3,94628240,94628258,27794,-
chr3,94637451,94637469,27795,-
chr3,94653449,94653467,27796,-
chr3,94692677,94692695,27797,+
chr3,94706884,94706902,27798,-
chr3,94752297,94752315,27799,+
chr3,94752284,94752302,27800,-
chr3,94752338,94752356,27801,-
chr3,94801083,94801101,27802,-
chr3,94833435,94833453,27803,-
chr3,94833397,94833415,27804,+
chr3,94834081,94834099,27805,-
chr3,94857115,94857133,27806,+
chr3,94857805,94857823,27807,-
chr3,94857785,94857803,27808,-
chr3,94875698,94875716,27809,+
chr3,94928440,94928458,27810,-
chr3,94928252,94928270,27811,+
chr3,94936492,94936510,27812,+
chr3,94946730,94946748,27813,+
chr3,94957987,94958005,27814,-
chr3,94978344,94978362,27815,-
chr3,95021233,95021251,27816,-
chr3,95022863,95022881,27817,-
chr3,95067552,95067570,27818,-
chr3,95078567,95078585,27819,-
chr3,95100195,95100213,27820,+
chr3,95099655,95099673,27821,-
chr3,95114946,95114964,27822,+
chr3,95115250,95115268,27823,-
chr3,95115212,95115230,27824,+
chr3,95153592,95153610,27825,+
chr3,95198489,95198507,27826,-
chr3,95198502,95198520,27827,+
chr3,95242725,95242743,27828,+
chr3,95242763,95242781,27829,-
chr3,95254548,95254566,27830,-
chr3,95254510,95254528,27831,+
chr3,95298408,95298426,27832,+
chr3,95321559,95321577,27833,+
chr3,95335129,95335147,27834,+
chr3,95339014,95339032,27835,+
chr3,95437018,95437036,27836,+
chr3,95443794,95443812,27837,-
chr3,95456250,95456268,27838,-
chr3,95474541,95474559,27839,-
chr3,95479911,95479929,27840,-
chr3,95479914,95479932,27841,+
chr3,95480849,95480867,27842,+
chr3,95480704,95480722,27843,+
chr3,95486997,95487015,27844,-
chr3,95569636,95569654,27845,+
chr3,95576112,95576130,27846,-
chr3,95611772,95611790,27847,-
chr3,95611734,95611752,27848,+
chr3,95646635,95646653,27849,-
chr3,95646594,95646612,27850,+
chr3,95665342,95665360,27851,-
chr3,95665953,95665971,27852,+
chr3,95668234,95668252,27853,-
chr3,95687168,95687186,27854,+
chr3,95710249,95710267,27855,-
chr3,95710300,95710318,27856,+
chr3,95711018,95711036,27857,-
chr3,95742943,95742961,27858,+
chr3,95763203,95763221,27859,-
chr3,95767794,95767812,27860,-
chr3,95788326,95788344,27861,+
chr3,95856023,95856041,27862,-
chr3,95885117,95885135,27863,+
chr3,95888751,95888769,27864,-
chr3,95895256,95895274,27865,+
chr3,95952062,95952080,27866,-
chr3,96000030,96000048,27867,+
chr3,96013383,96013401,27868,-
chr3,96067394,96067412,27869,-
chr3,96082441,96082459,27870,+
chr3,96082047,96082065,27871,+
chr3,96081548,96081566,27872,-
chr3,96082558,96082576,27873,+
chr3,96084784,96084802,27874,+
chr3,96088618,96088636,27875,+
chr3,96091352,96091370,27876,-
chr3,96091430,96091448,27877,-
chr3,96091391,96091409,27878,-
chr3,96091469,96091487,27879,-
chr3,96091508,96091526,27880,-
chr3,96091547,96091565,27881,-
chr3,96131132,96131150,27882,+
chr3,96205893,96205911,27883,-
chr3,96207149,96207167,27884,+
chr3,96215044,96215062,27885,+
chr3,96222570,96222588,27886,+
chr3,96231862,96231880,27887,+
chr3,96244657,96244675,27888,-
chr3,96287131,96287149,27889,+
chr3,96301458,96301476,27890,+
chr3,96307191,96307209,27891,-
chr3,96307194,96307212,27892,-
chr3,96341975,96341993,27893,+
chr3,96342013,96342031,27894,-
chr3,96345414,96345432,27895,-
chr3,96351474,96351492,27896,+
chr3,96355336,96355354,27897,+
chr3,96361651,96361669,27898,-
chr3,96384308,96384326,27899,-
chr3,96384267,96384285,27900,-
chr3,96387501,96387519,27901,+
chr3,96398433,96398451,27902,-
chr3,96443344,96443362,27903,-
chr3,96449337,96449355,27904,+
chr3,96449457,96449475,27905,+
chr3,96467620,96467638,27906,-
chr3,96471469,96471487,27907,+
chr3,96474029,96474047,27908,+
chr3,96496605,96496623,27909,-
chr3,96504489,96504507,27910,-
chr3,96504432,96504450,27911,-
chr3,96508909,96508927,27912,-
chr3,96512486,96512504,27913,-
chr3,96542102,96542120,27914,+
chr3,96542025,96542043,27915,+
chr3,96616779,96616797,27916,+
chr3,96617220,96617238,27917,+
chr3,96740349,96740367,27918,+
chr3,96742807,96742825,27919,+
chr3,96833415,96833433,27920,-
chr3,96852475,96852493,27921,-
chr3,96852485,96852503,27922,-
chr3,96922395,96922413,27923,-
chr3,96933587,96933605,27924,+
chr3,96987934,96987952,27925,+
chr3,96987904,96987922,27926,-
chr3,96989229,96989247,27927,-
chr3,97006015,97006033,27928,+
chr3,97035106,97035124,27929,+
chr3,97066360,97066378,27930,+
chr3,97136294,97136312,27931,-
chr3,97142924,97142942,27932,-
chr3,97197187,97197205,27933,-
chr3,97197176,97197194,27934,+
chr3,97198355,97198373,27935,+
chr3,97198174,97198192,27936,+
chr3,97328955,97328973,27937,-
chr3,97339784,97339802,27938,+
chr3,97389526,97389544,27939,-
chr3,97413276,97413294,27940,-
chr3,97414144,97414162,27941,+
chr3,97413956,97413974,27942,-
chr3,97454207,97454225,27943,+
chr3,97459020,97459038,27944,-
chr3,97484632,97484650,27945,+
chr3,97485895,97485913,27946,+
chr3,97572271,97572289,27947,+
chr3,97593428,97593446,27948,+
chr3,97683364,97683382,27949,-
chr3,97698816,97698834,27950,+
chr3,97730132,97730150,27951,-
chr3,97733030,97733048,27952,+
chr3,97903388,97903406,27953,+
chr3,97903353,97903371,27954,-
chr3,97977554,97977572,27955,+
chr3,97984871,97984889,27956,+
chr3,98007091,98007109,27957,+
chr3,98028334,98028352,27958,-
chr3,98031347,98031365,27959,+
chr3,98084947,98084965,27960,-
chr3,98084959,98084977,27961,+
chr3,98084960,98084978,27962,+
chr3,98117046,98117064,27963,-
chr3,98158011,98158029,27964,+
chr3,98158009,98158027,27965,-
chr3,98166851,98166869,27966,+
chr3,98186638,98186656,27967,-
chr3,98247496,98247514,27968,-
chr3,98420378,98420396,27969,-
chr3,98699367,98699385,27970,+
chr3,98719735,98719753,27971,+
chr3,98779896,98779914,27972,-
chr3,98853430,98853448,27973,-
chr3,99038096,99038114,27974,+
chr3,99092401,99092419,27975,-
chr3,99663033,99663051,27976,+
chr3,99993619,99993637,27977,+
chr3,100163082,100163100,27978,+
chr3,100226486,100226504,27979,+
chr3,100372703,100372721,27980,-
chr3,100495977,100495995,27981,-
chr3,100572142,100572160,27982,+
chr3,100625445,100625463,27983,-
chr3,100711076,100711094,27984,-
chr3,100720862,100720880,27985,+
chr3,100736172,100736190,27986,-
chr3,100758724,100758742,27987,+
chr3,100768173,100768191,27988,+
chr3,100768163,100768181,27989,+
chr3,100778009,100778027,27990,+
chr3,100803116,100803134,27991,-
chr3,101024002,101024020,27992,+
chr3,101087510,101087528,27993,+
chr3,101099626,101099644,27994,-
chr3,101108195,101108213,27995,+
chr3,101108193,101108211,27996,-
chr3,101108161,101108179,27997,-
chr3,101122229,101122247,27998,+
chr3,101146599,101146617,27999,+
chr3,101176406,101176424,28000,+
chr3,101247344,101247362,28001,+
chr3,101266370,101266388,28002,-
chr3,101268411,101268429,28003,+
chr3,101290157,101290175,28004,+
chr3,101290147,101290165,28005,+
chr3,101290277,101290295,28006,+
chr3,101292330,101292348,28007,+
chr3,101297938,101297956,28008,+
chr3,101310268,101310286,28009,+
chr3,101310280,101310298,28010,-
chr3,101368114,101368132,28011,-
chr3,101408045,101408063,28012,+
chr3,101408040,101408058,28013,-
chr3,101500953,101500971,28014,-
chr3,101599737,101599755,28015,+
chr3,101610378,101610396,28016,+
chr3,101610310,101610328,28017,-
chr3,101610407,101610425,28018,-
chr3,101616712,101616730,28019,-
chr3,101626149,101626167,28020,+
chr3,101643448,101643466,28021,-
chr3,101701041,101701059,28022,+
chr3,101831965,101831983,28023,+
chr3,101849191,101849209,28024,-
chr3,101864195,101864213,28025,+
chr3,101866363,101866381,28026,-
chr3,101885967,101885985,28027,+
chr3,101925007,101925025,28028,-
chr3,101926169,101926187,28029,+
chr3,101926101,101926119,28030,+
chr3,101926118,101926136,28031,+
chr3,101926104,101926122,28032,+
chr3,101934595,101934613,28033,+
chr3,102014848,102014866,28034,+
chr3,102014551,102014569,28035,-
chr3,102014835,102014853,28036,-
chr3,102020257,102020275,28037,+
chr3,102053477,102053495,28038,+
chr3,102113838,102113856,28039,+
chr3,102139287,102139305,28040,+
chr3,102139334,102139352,28041,+
chr3,102290585,102290603,28042,-
chr3,102495934,102495952,28043,-
chr3,102506054,102506072,28044,+
chr3,102505926,102505944,28045,+
chr3,102506178,102506196,28046,-
chr3,102519096,102519114,28047,+
chr3,102591462,102591480,28048,+
chr3,102608039,102608057,28049,-
chr3,102830288,102830306,28050,+
chr3,102903776,102903794,28051,+
chr3,102930224,102930242,28052,+
chr3,102957869,102957887,28053,-
chr3,102973899,102973917,28054,-
chr3,102977832,102977850,28055,-
chr3,102985254,102985272,28056,-
chr3,102988563,102988581,28057,+
chr3,102997645,102997663,28058,+
chr3,103007655,103007673,28059,+
chr3,103027848,103027866,28060,+
chr3,103178174,103178192,28061,-
chr3,103187288,103187306,28062,-
chr3,103187242,103187260,28063,+
chr3,103190399,103190417,28064,+
chr3,103196901,103196919,28065,+
chr3,103196998,103197016,28066,+
chr3,103197779,103197797,28067,-
chr3,103212861,103212879,28068,+
chr3,103233272,103233290,28069,+
chr3,103236358,103236376,28070,-
chr3,103236360,103236378,28071,+
chr3,103243112,103243130,28072,+
chr3,103266284,103266302,28073,-
chr3,103274694,103274712,28074,-
chr3,103274633,103274651,28075,-
chr3,103296327,103296345,28076,-
chr3,103345308,103345326,28077,+
chr3,103345298,103345316,28078,+
chr3,103430580,103430598,28079,+
chr3,103541775,103541793,28080,+
chr3,103542391,103542409,28081,-
chr3,103691686,103691704,28082,-
chr3,103708807,103708825,28083,+
chr3,103713555,103713573,28084,-
chr3,103814383,103814401,28085,+
chr3,103882858,103882876,28086,-
chr3,103909054,103909072,28087,-
chr3,104004872,104004890,28088,+
chr3,104004911,104004929,28089,-
chr3,104197113,104197131,28090,-
chr3,104197115,104197133,28091,+
chr3,104246134,104246152,28092,-
chr3,104246104,104246122,28093,-
chr3,104315934,104315952,28094,+
chr3,104321262,104321280,28095,+
chr3,104345452,104345470,28096,+
chr3,104345395,104345413,28097,-
chr3,104448097,104448115,28098,+
chr3,104479506,104479524,28099,-
chr3,104479621,104479639,28100,+
chr3,104487103,104487121,28101,-
chr3,104487238,104487256,28102,+
chr3,104505117,104505135,28103,-
chr3,104518265,104518283,28104,+
chr3,104519090,104519108,28105,-
chr3,104519181,104519199,28106,+
chr3,104555953,104555971,28107,+
chr3,104561497,104561515,28108,+
chr3,104568125,104568143,28109,+
chr3,104573153,104573171,28110,+
chr3,104580505,104580523,28111,-
chr3,104583054,104583072,28112,-
chr3,104591606,104591624,28113,+
chr3,104591675,104591693,28114,-
chr3,104770844,104770862,28115,+
chr3,104795838,104795856,28116,+
chr3,104795748,104795766,28117,-
chr3,104861975,104861993,28118,-
chr3,104868565,104868583,28119,-
chr3,104881298,104881316,28120,+
chr3,104881429,104881447,28121,+
chr3,104894116,104894134,28122,-
chr3,104917413,104917431,28123,+
chr3,104954871,104954889,28124,+
chr3,104954849,104954867,28125,+
chr3,104968477,104968495,28126,-
chr3,104968479,104968497,28127,+
chr3,105206531,105206549,28128,-
chr3,105225483,105225501,28129,-
chr3,105243981,105243999,28130,-
chr3,105253687,105253705,28131,+
chr3,105477691,105477709,28132,+
chr3,105477799,105477817,28133,+
chr3,105490587,105490605,28134,+
chr3,105490621,105490639,28135,-
chr3,105490618,105490636,28136,-
chr3,105529192,105529210,28137,-
chr3,105574636,105574654,28138,+
chr3,105702889,105702907,28139,-
chr3,105702891,105702909,28140,+
chr3,105756347,105756365,28141,+
chr3,105763812,105763830,28142,-
chr3,105794999,105795017,28143,+
chr3,105806545,105806563,28144,+
chr3,105870817,105870835,28145,-
chr3,105896553,105896571,28146,+
chr3,106251667,106251685,28147,-
chr3,106706262,106706280,28148,+
chr3,106884430,106884448,28149,-
chr3,106897097,106897115,28150,+
chr3,106962575,106962593,28151,-
chr3,106991350,106991368,28152,-
chr3,107009099,107009117,28153,+
chr3,107036624,107036642,28154,+
chr3,107076943,107076961,28155,-
chr3,107160246,107160264,28156,+
chr3,107182504,107182522,28157,-
chr3,107265264,107265282,28158,-
chr3,107269686,107269704,28159,-
chr3,107269688,107269706,28160,+
chr3,107275240,107275258,28161,+
chr3,107275384,107275402,28162,-
chr3,107353511,107353529,28163,+
chr3,107362275,107362293,28164,+
chr3,107362199,107362217,28165,-
chr3,107374326,107374344,28166,+
chr3,107382580,107382598,28167,-
chr3,107382486,107382504,28168,-
chr3,107382582,107382600,28169,+
chr3,107408413,107408431,28170,+
chr3,107416043,107416061,28171,-
chr3,107499668,107499686,28172,+
chr3,107551639,107551657,28173,-
chr3,107557745,107557763,28174,-
chr3,107667034,107667052,28175,-
chr3,107670219,107670237,28176,+
chr3,107670152,107670170,28177,-
chr3,107720193,107720211,28178,+
chr3,107720190,107720208,28179,+
chr3,107721146,107721164,28180,-
chr3,107742471,107742489,28181,+
chr3,107746802,107746820,28182,-
chr3,107748841,107748859,28183,+
chr3,107751242,107751260,28184,-
chr3,107756635,107756653,28185,-
chr3,107756603,107756621,28186,-
chr3,107821022,107821040,28187,-
chr3,107864603,107864621,28188,-
chr3,107873393,107873411,28189,+
chr3,107873495,107873513,28190,+
chr3,107950990,107951008,28191,-
chr3,107967813,107967831,28192,+
chr3,107969452,107969470,28193,+
chr3,107981882,107981900,28194,+
chr3,108000111,108000129,28195,-
chr3,108003826,108003844,28196,-
chr3,108007065,108007083,28197,-
chr3,108040582,108040600,28198,-
chr3,108040835,108040853,28199,-
chr3,108085451,108085469,28200,+
chr3,108192367,108192385,28201,-
chr3,108192260,108192278,28202,+
chr3,108192369,108192387,28203,+
chr3,108204872,108204890,28204,-
chr3,108204702,108204720,28205,+
chr3,108204847,108204865,28206,-
chr3,108239417,108239435,28207,+
chr3,108269552,108269570,28208,+
chr3,108293079,108293097,28209,+
chr3,108331600,108331618,28210,+
chr3,108340366,108340384,28211,+
chr3,108357783,108357801,28212,-
chr3,108366446,108366464,28213,-
chr3,108464034,108464052,28214,+
chr3,108574188,108574206,28215,-
chr3,108643606,108643624,28216,-
chr3,108643509,108643527,28217,-
chr3,108659939,108659957,28218,+
chr3,108671498,108671516,28219,+
chr3,108671485,108671503,28220,-
chr3,108733395,108733413,28221,+
chr3,108733385,108733403,28222,+
chr3,108767746,108767764,28223,+
chr3,108767402,108767420,28224,+
chr3,108780742,108780760,28225,+
chr3,108828653,108828671,28226,+
chr3,108830354,108830372,28227,+
chr3,108830635,108830653,28228,+
chr3,108866118,108866136,28229,-
chr3,108916118,108916136,28230,+
chr3,108974439,108974457,28231,+
chr3,109294671,109294689,28232,-
chr3,109329353,109329371,28233,+
chr3,109585302,109585320,28234,+
chr3,109635458,109635476,28235,-
chr3,109932720,109932738,28236,+
chr3,109944748,109944766,28237,+
chr3,110165007,110165025,28238,+
chr3,110872240,110872258,28239,-
chr3,111178366,111178384,28240,-
chr3,111671724,111671742,28241,+
chr3,112543158,112543176,28242,+
chr3,113360058,113360076,28243,+
chr3,115233021,115233039,28244,+
chr3,115299669,115299687,28245,+
chr3,115319125,115319143,28246,-
chr3,115345801,115345819,28247,-
chr3,115364124,115364142,28248,+
chr3,115415909,115415927,28249,+
chr3,115639849,115639867,28250,+
chr3,115736782,115736800,28251,+
chr3,115794797,115794815,28252,-
chr3,115794746,115794764,28253,-
chr3,116030396,116030414,28254,-
chr3,116030322,116030340,28255,-
chr3,116034917,116034935,28256,+
chr3,116036328,116036346,28257,+
chr3,116044109,116044127,28258,+
chr3,116044034,116044052,28259,+
chr3,116128066,116128084,28260,+
chr3,116211182,116211200,28261,+
chr3,116215640,116215658,28262,+
chr3,116280418,116280436,28263,-
chr3,116335723,116335741,28264,-
chr3,116450752,116450770,28265,-
chr3,116451935,116451953,28266,-
chr3,116454307,116454325,28267,-
chr3,116470052,116470070,28268,-
chr3,116470054,116470072,28269,+
chr3,116539139,116539157,28270,-
chr3,116607281,116607299,28271,+
chr3,116669364,116669382,28272,+
chr3,116764952,116764970,28273,-
chr3,116820945,116820963,28274,+
chr3,116823491,116823509,28275,+
chr3,117141856,117141874,28276,-
chr3,117197236,117197254,28277,-
chr3,117431263,117431281,28278,-
chr3,118128828,118128846,28279,+
chr3,118131623,118131641,28280,+
chr3,118694427,118694445,28281,-
chr3,118959593,118959611,28282,-
chr3,118959598,118959616,28283,+
chr3,119240983,119241001,28284,-
chr3,119341731,119341749,28285,-
chr3,119589667,119589685,28286,-
chr3,119895782,119895800,28287,-
chr3,120371779,120371797,28288,-
chr3,120380518,120380536,28289,-
chr3,120450793,120450811,28290,-
chr3,120796664,120796682,28291,-
chr3,120807927,120807945,28292,-
chr3,120864766,120864784,28293,+
chr3,120864763,120864781,28294,+
chr3,120866531,120866549,28295,+
chr3,120869480,120869498,28296,+
chr3,120869518,120869536,28297,-
chr3,120874654,120874672,28298,+
chr3,120874689,120874707,28299,+
chr3,120997316,120997334,28300,+
chr3,121009776,121009794,28301,+
chr3,121010683,121010701,28302,+
chr3,121010681,121010699,28303,-
chr3,121135610,121135628,28304,+
chr3,121135648,121135666,28305,-
chr3,121203347,121203365,28306,-
chr3,121235215,121235233,28307,-
chr3,121238923,121238941,28308,+
chr3,121243089,121243107,28309,+
chr3,121253479,121253497,28310,+
chr3,121426652,121426670,28311,-
chr3,121426691,121426709,28312,-
chr3,121426696,121426714,28313,+
chr3,121439586,121439604,28314,-
chr3,121440552,121440570,28315,-
chr3,121465128,121465146,28316,-
chr3,121481126,121481144,28317,+
chr3,121588042,121588060,28318,+
chr3,121587962,121587980,28319,+
chr3,121659907,121659925,28320,+
chr3,121667272,121667290,28321,+
chr3,121807563,121807581,28322,-
chr3,121822834,121822852,28323,+
chr3,121822831,121822849,28324,-
chr3,121825331,121825349,28325,-
chr3,121825103,121825121,28326,-
chr3,121843939,121843957,28327,-
chr3,121843941,121843959,28328,+
chr3,121872676,121872694,28329,+
chr3,121887205,121887223,28330,-
chr3,121894200,121894218,28331,+
chr3,121948393,121948411,28332,+
chr3,121948437,121948455,28333,-
chr3,121973076,121973094,28334,-
chr3,121998575,121998593,28335,+
chr3,121998612,121998630,28336,+
chr3,122015172,122015190,28337,+
chr3,122138062,122138080,28338,+
chr3,122169162,122169180,28339,-
chr3,122171115,122171133,28340,-
chr3,122171089,122171107,28341,-
chr3,122212192,122212210,28342,+
chr3,122321604,122321622,28343,-
chr3,122321607,122321625,28344,-
chr3,122341727,122341745,28345,-
chr3,122341780,122341798,28346,-
chr3,122351100,122351118,28347,+
chr3,122351098,122351116,28348,-
chr3,122352134,122352152,28349,+
chr3,122431842,122431860,28350,-
chr3,122433382,122433400,28351,+
chr3,122607189,122607207,28352,-
chr3,122627006,122627024,28353,+
chr3,122806307,122806325,28354,-
chr3,122819272,122819290,28355,-
chr3,122862250,122862268,28356,-
chr3,122861696,122861714,28357,-
chr3,122863911,122863929,28358,+
chr3,122863898,122863916,28359,-
chr3,122871874,122871892,28360,+
chr3,122871890,122871908,28361,-
chr3,122959703,122959721,28362,-
chr3,123017317,123017335,28363,+
chr3,123025234,123025252,28364,-
chr3,123075017,123075035,28365,-
chr3,123074943,123074961,28366,-
chr3,123118489,123118507,28367,-
chr3,123209818,123209836,28368,-
chr3,123209953,123209971,28369,-
chr3,123212230,123212248,28370,+
chr3,123214914,123214932,28371,-
chr3,123214876,123214894,28372,+
chr3,123218710,123218728,28373,+
chr3,123219865,123219883,28374,+
chr3,123294440,123294458,28375,+
chr3,123331877,123331895,28376,+
chr3,123331887,123331905,28377,+
chr3,123929099,123929117,28378,-
chr3,124199173,124199191,28379,+
chr3,124204537,124204555,28380,+
chr3,124290647,124290665,28381,-
chr3,125552260,125552278,28382,+
chr3,126105955,126105973,28383,-
chr3,126279017,126279035,28384,+
chr3,126299806,126299824,28385,+
chr3,126474667,126474685,28386,-
chr3,126474727,126474745,28387,-
chr3,126606637,126606655,28388,-
chr3,126681874,126681892,28389,+
chr3,126715634,126715652,28390,-
chr3,126715637,126715655,28391,-
chr3,126887136,126887154,28392,+
chr3,126983481,126983499,28393,-
chr3,127102087,127102105,28394,-
chr3,127117543,127117561,28395,+
chr3,127149293,127149311,28396,-
chr3,127154175,127154193,28397,+
chr3,127155310,127155328,28398,+
chr3,127261305,127261323,28399,+
chr3,127275637,127275655,28400,+
chr3,127311240,127311258,28401,-
chr3,127328350,127328368,28402,+
chr3,127328234,127328252,28403,+
chr3,127329160,127329178,28404,-
chr3,127337181,127337199,28405,+
chr3,127342948,127342966,28406,-
chr3,127466225,127466243,28407,-
chr3,127467664,127467682,28408,-
chr3,127540413,127540431,28409,-
chr3,127556432,127556450,28410,+
chr3,127652020,127652038,28411,-
chr3,127673994,127674012,28412,+
chr3,127704981,127704999,28413,+
chr3,127791309,127791327,28414,+
chr3,128040096,128040114,28415,+
chr3,128040176,128040194,28416,-
chr3,128959957,128959975,28417,+
chr3,129002974,129002992,28418,+
chr3,129007046,129007064,28419,+
chr3,129011204,129011222,28420,+
chr3,129020031,129020049,28421,-
chr3,129124980,129124998,28422,-
chr3,129210818,129210836,28423,+
chr3,129232430,129232448,28424,-
chr3,129232512,129232530,28425,-
chr3,129325236,129325254,28426,-
chr3,129337631,129337649,28427,-
chr3,129386379,129386397,28428,+
chr3,129390085,129390103,28429,-
chr3,129395931,129395949,28430,-
chr3,129411311,129411329,28431,-
chr3,129433542,129433560,28432,-
chr3,129447914,129447932,28433,-
chr3,129526403,129526421,28434,+
chr3,129566802,129566820,28435,+
chr3,129621546,129621564,28436,+
chr3,129635554,129635572,28437,+
chr3,129688473,129688491,28438,+
chr3,129763791,129763809,28439,-
chr3,129782911,129782929,28440,-
chr3,129782835,129782853,28441,-
chr3,129798257,129798275,28442,+
chr3,129806595,129806613,28443,+
chr3,129962793,129962811,28444,+
chr3,130197832,130197850,28445,+
chr3,130276353,130276371,28446,-
chr3,130276472,130276490,28447,+
chr3,130277756,130277774,28448,-
chr3,130279803,130279821,28449,-
chr3,130331475,130331493,28450,-
chr3,130392790,130392808,28451,-
chr3,130393823,130393841,28452,-
chr3,130397133,130397151,28453,-
chr3,130418327,130418345,28454,+
chr3,130418314,130418332,28455,-
chr3,130463845,130463863,28456,+
chr3,130463855,130463873,28457,+
chr3,130497249,130497267,28458,-
chr3,130521777,130521795,28459,+
chr3,130583586,130583604,28460,+
chr3,130590987,130591005,28461,+
chr3,130591036,130591054,28462,-
chr3,130598693,130598711,28463,-
chr3,130739993,130740011,28464,+
chr3,130915308,130915326,28465,+
chr3,130917991,130918009,28466,-
chr3,130922683,130922701,28467,-
chr3,130931192,130931210,28468,+
chr3,130931182,130931200,28469,+
chr3,130931203,130931221,28470,-
chr3,130940856,130940874,28471,-
chr3,130948834,130948852,28472,-
chr3,130949377,130949395,28473,+
chr3,130948912,130948930,28474,-
chr3,130949404,130949422,28475,+
chr3,130950582,130950600,28476,-
chr3,130950584,130950602,28477,+
chr3,130989014,130989032,28478,+
chr3,131003013,131003031,28479,+
chr3,131023251,131023269,28480,+
chr3,131050903,131050921,28481,+
chr3,131135109,131135127,28482,-
chr3,131135119,131135137,28483,-
chr3,131143823,131143841,28484,-
chr3,131187936,131187954,28485,-
chr3,131215748,131215766,28486,-
chr3,131258000,131258018,28487,+
chr3,131311509,131311527,28488,+
chr3,131549627,131549645,28489,-
chr3,131584318,131584336,28490,-
chr3,131639092,131639110,28491,+
chr3,131639042,131639060,28492,-
chr3,131747191,131747209,28493,-
chr3,131756145,131756163,28494,-
chr3,131870629,131870647,28495,+
chr3,132169292,132169310,28496,+
chr3,132169290,132169308,28497,-
chr3,132370133,132370151,28498,+
chr3,132643214,132643232,28499,+
chr3,132774919,132774937,28500,+
chr3,132935044,132935062,28501,-
chr3,132973030,132973048,28502,+
chr3,132973004,132973022,28503,+
chr3,132973041,132973059,28504,-
chr3,132977616,132977634,28505,+
chr3,132985684,132985702,28506,+
chr3,132999555,132999573,28507,+
chr3,133199710,133199728,28508,-
chr3,133215137,133215155,28509,-
chr3,133242409,133242427,28510,-
chr3,133539467,133539485,28511,+
chr3,134311858,134311876,28512,+
chr3,134381767,134381785,28513,+
chr3,134683980,134683998,28514,-
chr3,134908889,134908907,28515,-
chr3,134944119,134944137,28516,+
chr3,134953404,134953422,28517,+
chr3,134978875,134978893,28518,-
chr3,134990771,134990789,28519,-
chr3,134991736,134991754,28520,-
chr3,135065416,135065434,28521,+
chr3,135066996,135067014,28522,+
chr3,135072364,135072382,28523,+
chr3,135072347,135072365,28524,-
chr3,135072402,135072420,28525,-
chr3,135161129,135161147,28526,+
chr3,135161183,135161201,28527,+
chr3,135168684,135168702,28528,-
chr3,135168661,135168679,28529,+
chr3,135174885,135174903,28530,-
chr3,135194153,135194171,28531,-
chr3,135197304,135197322,28532,-
chr3,135219107,135219125,28533,+
chr3,135244971,135244989,28534,-
chr3,135308124,135308142,28535,-
chr3,135332276,135332294,28536,-
chr3,135376710,135376728,28537,-
chr3,135394494,135394512,28538,+
chr3,135394423,135394441,28539,-
chr3,135517136,135517154,28540,+
chr3,135526055,135526073,28541,+
chr3,135549727,135549745,28542,+
chr3,135566513,135566531,28543,+
chr3,135591334,135591352,28544,-
chr3,136204585,136204603,28545,-
chr3,136500743,136500761,28546,-
chr3,136558636,136558654,28547,+
chr3,137415482,137415500,28548,+
chr3,137416074,137416092,28549,-
chr3,137415975,137415993,28550,-
chr3,137441315,137441333,28551,+
chr3,137514360,137514378,28552,-
chr3,137528717,137528735,28553,+
chr3,137558348,137558366,28554,-
chr3,137601730,137601748,28555,+
chr3,137601674,137601692,28556,+
chr3,137601727,137601745,28557,-
chr3,137654357,137654375,28558,+
chr3,137654265,137654283,28559,-
chr3,137655532,137655550,28560,+
chr3,137808061,137808079,28561,-
chr3,137811984,137812002,28562,-
chr3,137854313,137854331,28563,+
chr3,137861282,137861300,28564,+
chr3,137886107,137886125,28565,+
chr3,137940068,137940086,28566,-
chr3,138169861,138169879,28567,+
